id,run_type,number_added,avg_time_per_insert,total_nodes,operation_count,height, rotations
17400000,inorder_avl_insertion,65202143,0.000000842,17400000,364,25,1
17450000,inorder_avl_insertion,65102326,0.000000777,17450000,364,25,1
17500000,inorder_avl_insertion,65002244,0.000000821,17500000,364,25,1
17550000,inorder_avl_insertion,64902040,0.000000813,17550000,364,25,1
17600000,inorder_avl_insertion,64802179,0.000000803,17600000,364,25,1
17650000,inorder_avl_insertion,64701968,0.000000796,17650000,364,25,1
17700000,inorder_avl_insertion,64601737,0.000000804,17700000,364,25,1
17750000,inorder_avl_insertion,64501850,0.000000812,17750000,364,25,1
17800000,inorder_avl_insertion,64401492,0.000000808,17800000,364,25,1
17850000,inorder_avl_insertion,64301211,0.000000819,17850000,364,25,1
17900000,inorder_avl_insertion,64200649,0.000000799,17900000,364,25,1
17950000,inorder_avl_insertion,64101204,0.000000780,17950000,364,25,1
18000000,inorder_avl_insertion,64001336,0.000000837,18000000,364,25,1
18050000,inorder_avl_insertion,63901803,0.000000898,18050000,364,25,1
18100000,inorder_avl_insertion,63801451,0.000000850,18100000,364,25,1
18150000,inorder_avl_insertion,63701072,0.000000828,18150000,364,25,1
18200000,inorder_avl_insertion,63601462,0.000000880,18200000,364,25,1
18250000,inorder_avl_insertion,63501451,0.000000800,18250000,364,25,1
18300000,inorder_avl_insertion,63401888,0.000000789,18300000,364,25,1
18350000,inorder_avl_insertion,63301541,0.000000772,18350000,364,25,1
18400000,inorder_avl_insertion,63201718,0.000000745,18400000,364,25,1
18450000,inorder_avl_insertion,63101774,0.000000802,18450000,364,25,1
18500000,inorder_avl_insertion,63001894,0.000000786,18500000,364,25,1
18550000,inorder_avl_insertion,62901631,0.000000778,18550000,364,25,1
18600000,inorder_avl_insertion,62802319,0.000000766,18600000,364,25,1
18650000,inorder_avl_insertion,62701539,0.000000820,18650000,364,25,1
18700000,inorder_avl_insertion,62601571,0.000000763,18700000,364,25,1
18750000,inorder_avl_insertion,62501598,0.000000771,18750000,364,25,1
18800000,inorder_avl_insertion,62402368,0.000000787,18800000,364,25,1
18850000,inorder_avl_insertion,62301994,0.000000778,18850000,364,25,1
18900000,inorder_avl_insertion,62201406,0.000000764,18900000,364,25,1
18950000,inorder_avl_insertion,62102031,0.000000894,18950000,364,25,1
19000000,inorder_avl_insertion,62002062,0.000000943,19000000,364,25,1
19050000,inorder_avl_insertion,61902120,0.000000935,19050000,364,25,1
19100000,inorder_avl_insertion,61802005,0.000000879,19100000,364,25,1
19150000,inorder_avl_insertion,61701489,0.000000926,19150000,364,25,1
19200000,inorder_avl_insertion,61601876,0.000001011,19200000,364,25,1
19250000,inorder_avl_insertion,61501785,0.000000790,19250000,364,25,1
19300000,inorder_avl_insertion,61402357,0.000000795,19300000,364,25,1
19350000,inorder_avl_insertion,61302069,0.000000778,19350000,364,25,1
19400000,inorder_avl_insertion,61202066,0.000000789,19400000,364,25,1
19450000,inorder_avl_insertion,61102259,0.000000778,19450000,364,25,1
19500000,inorder_avl_insertion,61001899,0.000000772,19500000,364,25,1
19550000,inorder_avl_insertion,60902268,0.000000763,19550000,364,25,1
19600000,inorder_avl_insertion,60802227,0.000000778,19600000,364,25,1
19650000,inorder_avl_insertion,60702047,0.000000783,19650000,364,25,1
19700000,inorder_avl_insertion,60602311,0.000000803,19700000,364,25,1
19750000,inorder_avl_insertion,60502440,0.000000817,19750000,364,25,1
19800000,inorder_avl_insertion,60402645,0.000000807,19800000,364,25,1
